,Datetime,Tweet Id,Text,Username
0,2022-02-22 20:51:04+00:00,1496226052116471809,I’m working to ensure Southwest Washington's tax dollars are used to upgrade the refuge’s facilities in this regional gem that is so important to the surrounding community. https://t.co/HEERVPivFK,HerreraBeutler
1,2022-02-22 20:51:03+00:00,1496226050937962496,"The Ridgefield Wildlife Refuge draws in nearly 300,000 visitors each year &amp; provides a significant economic boost to small businesses throughout our region. Continued ⬇️",HerreraBeutler
2,2022-02-16 17:14:32+00:00,1493997233842364418,"If you need assistance with federal agencies like the VA, Social Security, or IRS — I'd like to help. 

Please contact me at (360) 695-6292 or send me a direct message: https://t.co/ptFZCYH3aE https://t.co/xFdo2nEGAD",HerreraBeutler
3,2022-02-15 18:42:39+00:00,1493657023430463490,I also want to thank my military academy nomination committee for its tireless efforts to identify exceptional candidates.,HerreraBeutler
4,2022-02-15 18:42:39+00:00,1493657021815693319,"It was an honor to nominate this outstanding young lady (and fellow Prairie Falcon!) to attend a military service academy after she graduates this year. Best of luck, Marin, and God bless you on your journey! 
https://t.co/tmNLrqESQv",HerreraBeutler
5,2022-02-12 21:15:16+00:00,1492608266538475523,"Congrats to the Kelso High School boys wrestlers, and both the boys AND girls basketball teams for clinching the 3A League titles!
https://t.co/FpAwilThrz",HerreraBeutler
6,2022-02-10 21:45:46+00:00,1491891163393110019,"The resolution @RepRoybalAllard and I introduced would recognize women's cardiovascular health as a critical health care priority. With over 400,000 women dying of heart disease per year – it’s time to take action and save lives. #HeartMonth https://t.co/X0UKHHDom6",HerreraBeutler
7,2022-02-10 18:37:02+00:00,1491843669976129542,"Inflation just hit a 40 year high. And in a recent Penn-Wharton study, inflation forced families to pay $3,500 more in 2021. The reckless spending by Speaker Pelosi and the White House needs to be reined in, or SWWA families will continue to pay the price.
https://t.co/rR1fbWKu57",HerreraBeutler
8,2022-02-10 16:22:44+00:00,1491809871083233281,"That’s why I’ve introduced the Protecting Parental Rights Act to maintain parents’ ability to have the final authority over medical decisions regarding their young children. 
https://t.co/C5HFrDK0S9",HerreraBeutler
9,2022-02-10 16:22:44+00:00,1491809869875367937,"And while I believe the COVID vaccine is safe and effective for a vast majority of Americans, there’s no reason to force parents to surrender their role in the health decisions of their families.",HerreraBeutler
10,2022-02-10 16:22:43+00:00,1491809868692525056,"It’s shocking that some states are considering laws to allow children as young as 12 to cut parents out of health care decisions (ex: this California bill: https://t.co/mwESE3DcjI). 

Continued ⬇️",HerreraBeutler
11,2022-02-07 15:29:25+00:00,1490709290180657156,"Supporting &amp; investing in our police force is crucial to help keep our communities safe. It’s why I’ve introduced 3 new bills that aim to reverse course on Washington’s bad police bills &amp; will re-invest in hiring, training &amp; retaining police officers. https://t.co/STO3mSI8YG",HerreraBeutler
12,2022-02-03 19:02:03+00:00,1489313251418644485,"If you need help with a federal agency, please let me know by sending a direct message: https://t.co/ptFZCYH3aE. While we can't guarantee a specific outcome, we will try our best to assist you in any way we can. 

Here's a recent case we won for a Southwest Washington resident 👇🏻 https://t.co/tW1xFL8vg5",HerreraBeutler
13,2022-02-02 16:23:33+00:00,1488910973331251201,"Proud to champion this bill in Congress to make much-needed investments in our local police departments.
https://t.co/1wSDrQGahl",HerreraBeutler
14,2022-01-29 01:22:59+00:00,1487234786313732097,"In the meantime, I will continue working closely with folks here on the ground—as well as state and federal officials—to make sure those impacted by the floods receive timely assistance and the proper resources to help recover from this flooding. https://t.co/5SbE2YADBY",HerreraBeutler
15,2022-01-29 01:22:56+00:00,1487234773982478339,"Thankfully, as devastating as this flood was, it wasn’t as bad as it could’ve been. That’s why it’s so important to continue supporting the Chehalis Basin Working Group as they work on a long-term solution to flooding in the Chehalis Basin. I stand ready to support their efforts.",HerreraBeutler
16,2022-01-29 01:22:55+00:00,1487234771755274242,"Meeting today with Lewis County leaders and emergency management to receive an update on the devastating flooding that hit our communities this month. 

I was told today that the damage assessment is nearing $4 million—with 120+ homes and structures being counted as damaged. https://t.co/Sf3RutV1nL",HerreraBeutler
17,2022-01-27 18:30:49+00:00,1486768673687851008,"ICYMI ➡️ @KOINNews reported on the pro-police, pro-training, pro-accountability bill I introduced in Congress to help hire &amp; retain police officers here in SW WA. 

This legislation is essential to help support local police departments – especially those in our rural communities. https://t.co/bAPkMR2GzE",HerreraBeutler
18,2022-01-19 22:15:00+00:00,1483925989688324100,I’m urging Governor Inslee not to give Oregonians long-term care tax relief unless Oregon cancels its tolling scheme which unfairly targets Southwest Washington commuters. Read my letter ⬇️ (2/2) https://t.co/MRZekSsMvZ,HerreraBeutler
19,2022-01-19 22:14:59+00:00,1483925985015873541,Washington’s flawed Long Term Care Tax is a mistake on so many levels. One of its flaws – the financial burden with no benefit for Oregon residents who work on our side of the river – sounds awfully familiar to Southwest Washington commuters. (1/2),HerreraBeutler
20,2022-01-17 16:50:48+00:00,1483119627412639748,"Today we honor the life and legacy of Dr. Martin Luther King Jr., whose words and actions have inspired generations and paved the way for equality, justice, and liberty throughout our great nation. https://t.co/4UY8JcRtEW",HerreraBeutler
21,2022-01-12 21:05:56+00:00,1481371893919854597,"Today I introduced legislation to increase federal funding for police departments, allowing them to hire, train, and retain more officers. 

It also ensures our men &amp; women in blue — who protect our communities every day — are adequately compensated. https://t.co/Yq7SwkFvGg",HerreraBeutler
22,2022-01-07 22:22:25+00:00,1479579201284063236,I-5 update: northbound and southbound lanes are now open in Lewis County. The southbound exit ramp for exit 77 still remains closed. https://t.co/sJ3tMXW06c,HerreraBeutler
23,2022-01-07 21:53:06+00:00,1479571824837115907,"Skamania County: to receive updates snow/rainfall/flooding, please follow Skamania County’s Emergency Management page, here: https://t.co/8SlIrXEGlo

Website here: https://t.co/4DGHbowvgj",HerreraBeutler
24,2022-01-07 21:53:06+00:00,1479571823499137027,"Thurston County: to receive updates on rainfall/flooding, please follow Thurston County’s Emergency Management page, here: https://t.co/a3CoWKUUaM

Website here: https://t.co/g1UrTkPbnY",HerreraBeutler
25,2022-01-07 21:53:06+00:00,1479571822190465025,"Cowlitz County: to receive updates on rainfall/flooding, please follow Cowlitz County’s Emergency Management page, here: https://t.co/91fjNxFTlZ

Website here: https://t.co/obBP7S6gCv",HerreraBeutler
26,2022-01-07 21:53:05+00:00,1479571820818927620,"Pacific County: to receive updates on rainfall/flooding, please follow Pacific County’s Emergency Management page, here: https://t.co/ETfX9SrxzR

Website here: https://t.co/xEbkPTKBl1",HerreraBeutler
27,2022-01-07 21:11:37+00:00,1479561384975384589,"To receive emergency information and updates on weather and road conditions, call:  795-3911 or 1-877-795-3910",HerreraBeutler
